Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Author Keywords,Index Keywords,Funding Details,Document Type,Access Type,Source
"55210468700;7201756587;13102680400;8423543900;","Managing brand presence through social media: The case of UK football clubs",2014,"Internet Research",90,"10.1108/IntR-08-2012-0154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896263349&doi=10.1108%2fIntR-08-2012-0154&partnerID=40&md5=b936bcb929413615c3c61cba0160a11d","Football; Relationship marketing; Social media; Social networking",,,Article,,Scopus
"21733932200;39061009800;","Where the rain falls: Evidence from 8 countries on how vulnerable households use migration to manage the risk of rainfall variability and food insecurity",2014,"Climate and Development",90,"10.1080/17565529.2013.835707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896117624&doi=10.1080%2f17565529.2013.835707&partnerID=40&md5=9775754595b9f059b766afc66cc38545","adaptation; climate change; migration; vulnerability","climate change; environmental factor; food security; household income; population migration; rainfall; risk assessment; risk factor; typology; vulnerability; Bangladesh; Ghana; Guatemala [Central America]; India; Peru; Tanzania; Thailand; Viet Nam","",Article,,Scopus
"36631516500;","Accidental, open and everywhere: Emerging data sources for the understanding of cities",2014,"Applied Geography",90,"10.1016/j.apgeog.2013.09.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896033097&doi=10.1016%2fj.apgeog.2013.09.012&partnerID=40&md5=d16b315d51e658d540d0819733c51bed","Cities; Data sources; Open data","data management; data processing; Internet; urban area",,Article,,Scopus
"36774407700;24337632600;12144107500;6507347597;","Sense of Place: The Importance for Destination Branding",2014,"Journal of Travel Research",90,"10.1177/0047287513496474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893500911&doi=10.1177%2f0047287513496474&partnerID=40&md5=09d8a559ba89ec49ae834601a700830e","destination brand; habitus; place brand; sense of place","perception; place name; sense of place; strategic approach; tourism development; tourist destination; Chatham Islands; New Zealand",,Article,,Scopus
"57198060439;6603363780;8841850200;55941956400;","Hyperscale terrain modelling of braided rivers: Fusing mobile terrestrial laser scanning and optical bathymetric mapping",2014,"Earth Surface Processes and Landforms",90,"10.1002/esp.3437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892672308&doi=10.1002%2fesp.3437&partnerID=40&md5=44fe1b68bfe851be3fa760a900a0e417","Bathymetric mapping; Braided river; Morphodynamics; Terrestrial laser scanning; Water surface mapping","Aerial photography; Bathymetry; Data processing; Geomorphology; Mapping; Sediment transport; Surveys; Braided river; Data processing methods; Digital elevation model; Morphodynamics; Terrestrial laser scanning; Topographic datasets; Very high resolution; Water surface; Steel beams and girders; aerial photography; bathymetry; braided river; channel morphology; data set; digital elevation model; error analysis; geomorphological mapping; laser method; morphodynamics; river flow; terrain; topographic mapping; New Zealand; Otago; Rees River; South Island","NE/G005427/1

NE/M005054/1",Article,,Scopus
"55987401700;55988302000;7801516925;25929722700;","A three-stage stochastic facility routing model for disaster response planning",2014,"Transportation Research Part E: Logistics and Transportation Review",90,"10.1016/j.tre.2013.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891700317&doi=10.1016%2fj.tre.2013.12.006&partnerID=40&md5=1c627f4d2c424dc317aded00201465fe","Disaster management; Humanitarian logistics; Stochastic programming","disaster management; stochasticity; three-dimensional modeling; transportation planning","TIN2012-32482",Article,,Scopus
"35727190200;","Adverse outcomes associated with media exposure to contradictory nutrition messages",2014,"Journal of Health Communication",90,"10.1080/10810730.2013.798384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891632021&doi=10.1080%2f10810730.2013.798384&partnerID=40&md5=596e129b4791604a6d8638d7da62b328",,"adult; aged; article; attitude to health; cross-sectional study; exercise; female; fruit; health behavior; health care policy; health promotion; human; male; mass medium; medical information; middle aged; public opinion; standard; trust; United States; vegetable; medical information; standards; Adult; Aged; Cross-Sectional Studies; Exercise; Female; Fruit; Health Behavior; Health Communication; Health Knowledge, Attitudes, Practice; Health Promotion; Humans; Male; Mass Media; Middle Aged; Nutrition Policy; Public Opinion; Trust; United States; Vegetables; Adult; Aged; Cross-Sectional Studies; Exercise; Female; Fruit; Health Behavior; Health Communication; Health Knowledge, Attitudes, Practice; Health Promotion; Humans; Male; Mass Media; Middle Aged; Nutrition Policy; Public Opinion; Trust; United States; Vegetables","P20-CA 095856-08, 5 R25-CA057711-18",Article,,Scopus
"13608080400;7006095966;7101661777;6701390206;","Reading people's minds from emotion expressions in interdependent decision making",2014,"Journal of Personality and Social Psychology",90,"10.1037/a0034251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891382959&doi=10.1037%2fa0034251&partnerID=40&md5=f58c7a33b5453ac1ff86a75baf950547","Appraisal theories; Decision making; Emotion expressions; Reverse appraisal; Theory of mind","adolescent; adult; aged; article; competitive behavior; cooperation; decision making; emotion; facial expression; female; human; human relation; male; middle aged; physiology; social behavior; theory of mind; young adult; Adolescent; Adult; Aged; Competitive Behavior; Cooperative Behavior; Decision Making; Emotions; Facial Expression; Female; Humans; Interpersonal Relations; Male; Middle Aged; Social Behavior; Theory of Mind; Young Adult","FA9550-09-1-0507

IIS-1211064

SES-0836004",Article,,Scopus
"35502560300;25027572900;25030776200;7004254646;56137228700;7202417094;","Sea-level scenarios for evaluating coastal impacts",2014,"Wiley Interdisciplinary Reviews: Climate Change",90,"10.1002/wcc.253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890405149&doi=10.1002%2fwcc.253&partnerID=40&md5=9a627520637deb0f98ffa7afc0065509",,"Climate change; Climate models; Decision making; Digital storage; Glacial geology; Antarctic ice sheets; Different mechanisms; Global mean sea levels; Impacts and adaptation; Intergovernmental panel on climate changes; Long-term decisions; Relative sea level rise; Sea-level rise scenarios; Sea level; climate change; climate modeling; coastal zone; decision making; ice sheet; sea level change; Arctic; Greenland; Greenland Ice Sheet",,Review,Open Access,Scopus
"56687825100;35483830000;57210297830;7103285093;","New graduate nurses' experiences in their first year of practice",2014,"Nurse Education Today",90,"10.1016/j.nedt.2012.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888137626&doi=10.1016%2fj.nedt.2012.07.003&partnerID=40&md5=6623097c9b97729b04142b21537b6b72","Experience; New graduates; Satisfaction; Transition","adolescent; cross-sectional study; human; job satisfaction; middle aged; nurse; nursing education; organization; psychology; workplace; young adult; Adolescent; Cross-Sectional Studies; Education, Nursing; Humans; Job Satisfaction; Middle Aged; Nurses; Organizational Culture; Workplace; Young Adult",,Article,,Scopus
"24758075900;36169432100;24171695600;","Varieties of Clientelism: Machine Politics during Elections",2014,"American Journal of Political Science",90,"10.1111/ajps.12058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886513260&doi=10.1111%2fajps.12058&partnerID=40&md5=bfa96f78800e57f0541502a171ec7f79",,,"",Article,,Scopus
"35917780400;7201587288;","Domestic institutions beyond the nation-state: Charting the new interdependence approach",2014,"World Politics",90,"10.1017/S0043887114000057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883629998&doi=10.1017%2fS0043887114000057&partnerID=40&md5=a4db2781b09ff2abc6e9a0b82ea9b8b7",,"decision making; globalization; nation state; politics",,Review,,Scopus
"6701351179;","The origins and significance of coastal resource use in Africa and Western Eurasia",2014,"Journal of Human Evolution",89,"10.1016/j.jhevol.2014.02.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920370992&doi=10.1016%2fj.jhevol.2014.02.025&partnerID=40&md5=be8c48834df8e64ed042c3064a364894","Coastal adaptation; Marine foods; Middle paleolithic; Middle stone age; Modern human origins; Shell midden","adaptive management; archaeological evidence; food consumption; mammal; Mesolithic; Neanderthal; paleoenvironment; Paleolithic; population size; Africa; Eurasia; Mammalia; Primates; adaptation; Africa; animal; Europe; evolution; feeding behavior; hominid; human; mollusc; paleontology; sediment; shellfish; Adaptation, Physiological; Africa; Animals; Biological Evolution; Europe; Food Habits; Geologic Sediments; Hominidae; Humans; Mollusca; Paleontology; Shellfish","BCS-0524087, BCS-0130713, BCS-9912465, BCS-1138073",Article,,Scopus
"36703123600;","Online social networking and mental health",2014,"Cyberpsychology, behavior and social networking",89,"10.1089/cyber.2014.0070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912562541&doi=10.1089%2fcyber.2014.0070&partnerID=40&md5=a39200d1589f8078dca16b8ffc1d76c2",,"adolescent; Behavior, Addictive; child; comorbidity; depression; epidemiology; female; human; human relation; mental health; self concept; social media; social network; statistics and numerical data; utilization; Adolescent; Behavior, Addictive; Causality; Child; Comorbidity; Depression; Female; Humans; Interpersonal Relations; Mental Health; Self Concept; Social Media; Social Networking",,Article,,Scopus
"55911181900;9045036800;","Recent trends in African fires driven by cropland expansion and El Niño to la Niña transition",2014,"Nature Climate Change",89,"10.1038/nclimate2313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906855213&doi=10.1038%2fnclimate2313&partnerID=40&md5=e5164eb5ed0e342bd1866fb219027543",,,"280061

218793",Article,,Scopus
"55531710200;","Back to the kitchen, cunt: Speaking the unspeakable about online misogyny",2014,"Continuum",89,"10.1080/10304312.2014.924479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903518885&doi=10.1080%2f10304312.2014.924479&partnerID=40&md5=e21118d24457b0d91c7b8b11abd43317",,,,Article,,Scopus
"55313560700;57194672038;","Programmed method: Developing a toolset for capturing and analyzing tweets",2014,"Aslib Journal of Information Management",89,"10.1108/AJIM-09-2013-0094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928249663&doi=10.1108%2fAJIM-09-2013-0094&partnerID=40&md5=503326daa805093e265cece8d666ac3d","Analysis; Computational social science; Data collection; Digital humanities; Digital methods; Twitter","Behavioral research; Design; Social networking (online); Social sciences; Analysis; Computational social science; Data collection; Digital humanities; Digital methods; Twitter; Open source software",,Article,,Scopus
"35186057900;55616553600;6507806669;","Assessing baseline imbalance in randomised trials: Implications for the Cochrane risk of bias tool",2014,"Research Synthesis Methods",89,"10.1002/jrsm.1090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958055338&doi=10.1002%2fjrsm.1090&partnerID=40&md5=e3362d1b3df38f3eac4bef88610e7ac0","Baseline imbalance; Cochrane Collaboration; Randomised trials; Risk of bias; Systematic reviews","algorithm; outcome assessment; patient selection; procedures; randomized controlled trial (topic); reproducibility; selection bias; sensitivity and specificity; software; statistical analysis; Algorithms; Data Interpretation, Statistical; Outcome Assessment (Health Care); Patient Selection; Randomized Controlled Trials as Topic; Reproducibility of Results; Selection Bias; Sensitivity and Specificity; Software",,Article,,Scopus
"57208799801;56181333200;7005669439;","Modeling the spatial variation of the explanatory factors of human-caused wildfires in Spain using geographically weightedlogistic regression",2014,"Applied Geography",89,"10.1016/j.apgeog.2014.01.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894160311&doi=10.1016%2fj.apgeog.2014.01.011&partnerID=40&md5=0dcb4fa7e60ed1ab3b9d72252fdd04a6","Fire risk; Forest fires; GIS modeling; GWR; Human causality; Logistic regression",,"BES-2009-023728",Article,,Scopus
"36775669700;7201616155;","Infant language development is related to the acquisition of walking",2014,"Developmental Psychology",89,"10.1037/a0033238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893641079&doi=10.1037%2fa0033238&partnerID=40&md5=b49879499f9fe4756ea44c40cee0d2a1","Epigenetic phenomena; Langauge development; Motor development; Social development","adult; article; child development; child parent relation; female; human; infant; information processing; language development; longitudinal study; male; physiology; social behavior; statistical model; time; walking; Adult; Child Development; Data Collection; Female; Humans; Infant; Language Development; Linear Models; Longitudinal Studies; Male; Parent-Child Relations; Social Behavior; Time Factors; Walking",,Article,,Scopus
