Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
3944;60978;"Human Evolution";journal;"03939375";0,125;Q3;15;1;77;16;6;75;0,04;16,00;Italy;Western Europe;"Angelo Pontecorboli Editore - EDK";"1986-2017";"Anthropology (Q3)"
3945;19900191745;"Indian Growth and Development Review";journal;"17538254, 17538262";0,125;Q4;11;16;34;410;15;34;0,38;25,63;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q4); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)"
3946;5800224051;"Jezik in Slovstvo";journal;"00216933, 15813754";0,125;Q3;3;28;29;404;2;27;0,07;14,43;Slovenia;Eastern Europe;"Slavisticno drustvo v Ljubljani";"2011-2019";"Literature and Literary Theory (Q2); Language and Linguistics (Q3); Linguistics and Language (Q3)"
3947;16300154715;"Journal of Architectural Education";journal;"10464883, 1531314X";0,125;Q4;18;34;99;906;19;79;0,12;26,65;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1970-1971, 1973-2020";"Architecture (Q2); Visual Arts and Performing Arts (Q2); Education (Q4)"
3948;5800170561;"Mediterranean Historical Review";journal;"1743940X, 09518967";0,125;Q3;16;8;39;721;10;39;0,26;90,13;United Kingdom;Western Europe;"Routledge";"1986-2019";"History (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)"
3949;5700168905;"Mississippi Quarterly";journal;"0026637X";0,125;Q3;7;33;97;1014;9;92;0,10;30,73;United States;Northern America;"Mississippi State University, College of Arts and Sciences";"1964, 1982, 2002-2017";"Literature and Literary Theory (Q2); Cultural Studies (Q3)"
3950;16445;"Mouvement Social";journal;"00272671, 19618646";0,125;Q4;11;35;102;1643;20;100;0,22;46,94;France;Western Europe;"Association Le Movement social";"1975, 1978-1980, 1983, 1987, 1996-2019";"History (Q2); Sociology and Political Science (Q4)"
3951;16100154731;"Partial Answers";journal;"15653668, 19369247";0,125;Q3;10;17;63;535;15;60;0,26;31,47;United States;Northern America;"Johns Hopkins University Press";"2003-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Philosophy (Q3)"
3952;16300154747;"Revue Archeologique";journal;"00350737";0,125;Q3;5;7;23;475;5;22;0,20;67,86;France;Western Europe;"Presses Universitaires de France";"2001-2020";"Archeology (Q3); Archeology (arts and humanities) (Q3)"
3953;16608;"Slavonic and East European Review";journal;"00376795";0,125;Q3;12;21;57;1080;13;56;0,13;51,43;United Kingdom;Western Europe;"Maney Publishing";"1971, 1979-1981, 1999, 2002-2019";"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)"
3954;5800207533;"Sprachwissenschaft";journal;"03448169";0,125;Q3;7;20;47;716;12;45;0,22;35,80;Germany;Western Europe;"Universitaetsverlag Winter GmbH";"2002-2019";"Language and Linguistics (Q3); Linguistics and Language (Q3)"
3955;19700187709;"Teaching Artist Journal";journal;"15411796, 1541180X";0,125;Q4;4;28;72;125;5;60;0,13;4,46;United States;Northern America;"Routledge";"2010-2019";"Arts and Humanities (miscellaneous) (Q3); Education (Q4)"
3956;21100782676;"Teaching Public Administration";journal;"01447394, 20478720";0,125;Q4;8;19;17;565;2;13;0,15;29,74;United States;Northern America;"SAGE Publications Inc.";"1979-1980, 1982-2007, 2009, 2012-2020";"Education (Q4); Public Administration (Q4)"
3957;21100203101;"Analele Universitatii din Craiova - Seria Stiinte Filologice, Lingvistica";journal;"12245712";0,124;Q3;3;34;33;568;4;33;0,12;16,71;Romania;Eastern Europe;"Facultatea de Litere, Universitatea din Craiova";"2011-2019";"Language and Linguistics (Q3); Linguistics and Language (Q3)"
3958;21100851818;"Anales de Geografia de la Universidad Complutense";journal;"19882378, 02119803";0,124;Q4;7;16;24;533;3;24;0,13;33,31;Spain;Western Europe;"Universidad Complutense de Madrid";"2011-2019";"Geography, Planning and Development (Q4); Urban Studies (Q4)"
3959;91066;"APA Planning Advisory Service Reports";journal;"01608266";0,124;Q4;6;8;34;359;4;32;0,21;44,88;United States;Northern America;"American Planning Association";"1987-2017";"Geography, Planning and Development (Q4)"
3960;19700170193;"Aspasia";journal;"19332882, 19332890";0,124;Q4;5;15;28;993;3;25;0,12;66,20;United Kingdom;Western Europe;"Berghahn Books";"2011-2019";"History (Q2); Gender Studies (Q4)"
3961;22809;"Criminal Justice Ethics";journal;"19375948, 0731129X";0,124;Q4;13;14;55;812;12;54;0,08;58,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1982-2019";"Law (Q4)"
3962;5700181944;"Deutsche Sprache";journal;"03409341";0,124;Q3;8;0;41;0;7;39;0,11;0,00;Germany;Western Europe;"Erich Schmidt Verlag GmbH and Co Berlin";"2002-2011, 2017-2019";"Language and Linguistics (Q3); Linguistics and Language (Q3); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
3963;21499;"Environmental Policy and Law";journal;"0378777X";0,124;Q4;11;79;223;1581;14;200;0,07;20,01;Netherlands;Western Europe;"IOS Press";"1975-2020";"Environmental Science (miscellaneous) (Q4); Law (Q4); Management, Monitoring, Policy and Law (Q4)"
3964;5600152964;"Etudes / Inuit / Studies";journal;"07011008";0,124;Q4;6;20;21;786;2;21;0,10;39,30;Canada;Northern America;"Association Inuksiutiit Katimajiit";"1985, 1999, 2001, 2012-2016";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)"
3965;21100324067;"Global Journal Al-Thaqafah";journal;"22320474, 22320482";0,124;Q3;5;21;26;539;4;26;0,15;25,67;Malaysia;Asiatic Region;"Kolej Universiti Islam Sultan Azlan Shah";"2011-2018";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)"
3966;19442;"Historicka Demografie";journal;"03230937";0,124;Q4;3;6;17;375;2;17;0,12;62,50;Czech Republic;Eastern Europe;"Institute of Ethnology of the ASCR";"1991, 2011-2019";"History (Q2); Demography (Q4)"
3967;21100463075;"International Journal of Chinese Education";journal;"22125868, 2212585X";0,124;Q4;6;16;15;569;1;13;0,08;35,56;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2020";"Education (Q4)"
3968;16200154747;"Journal of Juristic Papyrology";journal;"00754277";0,124;Q3;8;17;40;1657;3;36;0,00;97,47;Poland;Eastern Europe;"Uniwersytet Warszawski,Zaklad Papirologii i Nauk Pomopcniczych Archeologii";"2002-2018";"Archeology (Q3); Archeology (arts and humanities) (Q3); Law (Q4)"
3969;15671;"Journal of Political and Military Sociology";journal;"00472697";0,124;Q4;17;8;23;331;2;20;0,13;41,38;United States;Northern America;"Journal of Political and Military Sociology";"1996-2017";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
3970;5600152870;"Langage et Societe";journal;"01814095";0,124;Q3;13;30;89;724;18;87;0,23;24,13;France;Western Europe;"Editions de la Maison des Sciences de l'Homme";"2000-2020";"Language and Linguistics (Q3); Linguistics and Language (Q3)"
3971;28917;"Mnemosyne";journal;"00267074, 1568525X";0,124;Q3;14;39;132;758;11;128;0,03;19,44;Netherlands;Western Europe;"Brill Academic Publishers";"1948-1991, 1993-2020";"Classics (Q2); History (Q2); Literature and Literary Theory (Q2); Archeology (arts and humanities) (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3)"
3972;5700163965;"NAN NU";journal;"15685268, 13876805";0,124;Q3;8;19;24;1237;3;22;0,14;65,11;Netherlands;Western Europe;"Brill Academic Publishers";"1999, 2001-2002, 2007-2019";"History (Q2); Cultural Studies (Q3); Gender Studies (Q3)"
3973;21100210909;"Nordic Journal of Digital Literacy";journal;"1891943X, 08096724";0,124;Q4;11;16;25;540;7;21;0,33;33,75;Norway;Western Europe;"Universitetsforlaget AS";"2012-2019";"Computer Science Applications (Q4); Education (Q4); E-learning (Q4)"
3974;6400153187;"Nottingham French Studies";journal;"00294586, 20477236";0,124;Q3;8;25;79;700;7;75;0,11;28,00;United Kingdom;Western Europe;"Edinburgh University Press";"2002-2019";"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3)"
3975;21100215170;"Palabra Clave";journal;"01228285";0,124;Q4;8;36;31;1138;3;28;0,11;31,61;Colombia;Latin America;"Universidad de La Sabana";"2012-2020";"Communication (Q4)"
3976;17500154728;"Portuguese Studies";journal;"02675315";0,124;Q3;7;15;48;705;7;40;0,23;47,00;United Kingdom;Western Europe;"Modern Humanities Research Association";"2002-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3)"
3977;145648;"Refuge";journal;"02295113";0,124;Q3;18;21;53;1217;4;45;0,05;57,95;Canada;Northern America;"York University";"2003-2019";"Cultural Studies (Q3); Demography (Q4)"
3978;17071;"Revue Belge de Philologie et de Histoire";journal;"00350818";0,124;Q3;7;44;178;3780;11;175;0,07;85,91;Belgium;Western Europe;"Societe pour le Progres des Etudes Philologiques et Historiques";"1969-1972, 1974, 1983, 1986, 1989, 1999, 2002-2017";"Literature and Literary Theory (Q2); History (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3)"
3979;20829;"Western Folklore";journal;"0043373X";0,124;Q3;10;13;40;461;11;36;0,38;35,46;United States;Northern America;"California Folklore Society";"1968-1969, 1979-1980, 1985, 1989, 1999, 2002-2014, 2017-2020";"Visual Arts and Performing Arts (Q2); Anthropology (Q3); Cultural Studies (Q3); History (Q3)"
3980;5600153982;"Acta Koreana";journal;"15207412";0,123;Q3;5;26;60;783;6;50;0,17;30,12;South Korea;Asiatic Region;"Keimyung University, Academia Koreana";"2009-2019";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)"
3981;21100390417;"AMA journal of ethics";journal;"23766980";0,123;-;18;165;478;2316;64;347;0,14;14,04;United States;Northern America;"American Medical Association";"2015-2020";"Medicine (miscellaneous) (Q4)"
3982;5700153591;"Anthropology of Consciousness";journal;"10534202, 15563537";0,123;Q3;13;12;44;278;19;33;0,43;23,17;United States;Northern America;"Wiley-Blackwell";"1990-2020";"Anthropology (Q3)"
3983;6000160653;"British Journal of Canadian Studies";journal;"17578078, 02699222";0,123;Q3;5;41;25;4002;4;23;0,17;97,61;United Kingdom;Western Europe;"Liverpool University Press";"2011-2018";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
3984;5800208080;"Bulletin of Spanish Studies";journal;"14753820, 14783428";0,123;Q3;4;58;148;3339;14;146;0,09;57,57;United States;Northern America;"Routledge";"2010-2020";"Literature and Literary Theory (Q2); Cultural Studies (Q3)"
3985;6000152889;"Camera Obscura";journal;"15291510, 02705346";0,123;Q4;15;20;60;835;13;58;0,22;41,75;United States;Northern America;"Duke University Press";"2002-2019";"Visual Arts and Performing Arts (Q2); Gender Studies (Q4)"
3986;21100238613;"Digital Education Review";journal;"20139144";0,123;Q4;12;17;28;498;10;26;0,19;29,29;Spain;Western Europe;"Universitat de Barcelona";"2010-2019";"Computer Science Applications (Q4); Education (Q4)"
3987;26804;"Espace-Populations-Societes";journal;"07557809";0,123;Q4;11;24;75;501;7;68;0,09;20,88;France;Western Europe;"Universite des Sciences et Technologiques de Lille";"1983-2018";"Demography (Q4); Geography, Planning and Development (Q4)"
3988;5800207821;"Estudios Filologicos";journal;"00711713, 07176171";0,123;Q3;7;20;55;457;9;55;0,08;22,85;Chile;Latin America;"Universidad Austral de Chile";"2007-2019";"Literature and Literary Theory (Q2); Language and Linguistics (Q3); Linguistics and Language (Q3)"
3989;19300156907;"Feministische Studien";journal;"07235186";0,123;Q4;6;46;89;478;8;72;0,09;10,39;Germany;Western Europe;"Walter de Gruyter GmbH";"2008-2019";"Gender Studies (Q4); Sociology and Political Science (Q4)"
3990;20087;"Folklore";journal;"0015587X, 14698315";0,123;Q3;16;19;51;1046;11;50;0,32;55,05;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1890-2020";"Anthropology (Q3); Cultural Studies (Q3); History (Q3)"
3991;144792;"Geographie Economie Societe";journal;"1295926X";0,123;Q4;12;20;61;863;17;51;0,27;43,15;France;Western Europe;"Lavoisier";"2004-2019";"Economics and Econometrics (Q4); Geography, Planning and Development (Q4)"
3992;20500195077;"Historia Constitucional";journal;"15764729";0,123;Q4;4;24;55;1123;4;53;0,08;46,79;Spain;Western Europe;"Universidad de Oviedo";"2011-2019";"History (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
3993;21100211106;"Historia Social";journal;"02142570";0,123;Q4;6;28;55;1789;7;53;0,13;63,89;Spain;Western Europe;"AsociaciOn de Revistas Culturales de Espana (ARCE)";"2011-2019";"History (Q3); Sociology and Political Science (Q4)"
3994;29759;"Indian Journal of Social Work";journal;"00195634";0,123;Q4;7;29;111;864;4;98;0,06;29,79;India;Asiatic Region;"Tata Institute of Social Sciences";"1945-1948, 1977, 1982, 1991, 1996-2019";"Social Sciences (miscellaneous) (Q4); Social Work (Q4); Sociology and Political Science (Q4)"
3995;5800207760;"Indogermanische Forschungen";journal;"00197262";0,123;Q3;8;16;42;818;6;41;0,07;51,13;Germany;Western Europe;"Walter de Gruyter GmbH";"1892-1900, 1903-1906, 1908-1917, 1921, 1923-1924, 1932, 1934, 1938, 1940, 1942, 1944, 1952, 1954, 1956-1957, 1959-1969, 1971, 1973-1988, 1990-2019";"Language and Linguistics (Q3); Linguistics and Language (Q3)"
3996;19900193932;"Informacios Tarsadalom";journal;"15878694";0,123;Q4;3;21;64;440;3;57;0,07;20,95;Hungary;Eastern Europe;"Gondolat Kiado";"2008-2019";"Communication (Q4)"
3997;21100212325;"International Journal of Disability Management";journal;"18344887, 18338550";0,123;Q4;8;4;16;143;6;16;0,40;35,75;United Kingdom;Western Europe;"Cambridge University Press";"2006-2019";"Health (social science) (Q4); Organizational Behavior and Human Resource Management (Q4)"
3998;21100228101;"International Journal of Pedagogies and Learning";journal;"18334105";0,123;Q4;8;24;27;868;6;27;0,22;36,17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2016";"Education (Q4)"
3999;5700160560;"Islamic Law and Society";journal;"15685195, 09289380";0,123;Q4;24;8;38;530;17;36;0,44;66,25;Netherlands;Western Europe;"Brill Academic Publishers";"1994-2019";"Law (Q4); Sociology and Political Science (Q4)"
4000;21100384312;"Journal des Economistes et des Etudes Humaines";journal;"21945799, 21531552";0,123;Q4;10;5;16;329;2;16;0,09;65,80;Germany;Western Europe;"Walter de Gruyter GmbH";"1995-1996, 1998-2004, 2009-2019";"Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
4001;5600155552;"Journal of African Cultural Studies";journal;"13696815";0,123;Q3;12;27;53;733;17;49;0,19;27,15;United Kingdom;Western Europe;"Routledge";"2009-2020";"Literature and Literary Theory (Q2); Music (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3)"
4002;26270;"Journal of American Studies";journal;"14695154, 00218758";0,123;Q4;15;57;138;3951;38;121;0,26;69,32;United Kingdom;Western Europe;"Cambridge University Press";"1967-2020";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)"
4003;19900192529;"Journal of Iberian and Latin American Research";journal;"21519668, 13260219";0,123;Q3;7;24;40;1334;6;39;0,13;55,58;United Kingdom;Western Europe;"Routledge";"1995-2008, 2010-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)"
4004;5700158578;"Journal of Mediterranean Studies";journal;"10163476";0,123;Q3;11;0;74;0;16;70;0,36;0,00;Malta;Western Europe;"Malta University Publishers Ltd.";"2002-2008, 2010-2012, 2014-2018";"Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)"
4005;6000169412;"Journal of the Southwest";journal;"08948410";0,123;Q3;9;12;54;494;6;49;0,06;41,17;United States;Northern America;"University of Arizona";"2001-2019";"Literature and Literary Theory (Q2); Anthropology (Q3); Cultural Studies (Q3); History (Q3)"
4006;17900156712;"Jung Journal: Culture and Psyche";journal;"19342039, 19342047";0,123;Q3;5;47;143;482;10;136;0,08;10,26;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2020";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Applied Psychology (Q4)"
4007;21100256950;"Movement and Sports Sciences - Science et Motricite";journal;"21185735, 21185743";0,123;-;8;47;46;1783;4;35;0,13;37,94;France;Western Europe;"EDP Sciences";"2010-2019";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Physiology (Q4); Physiology (medical) (Q4)"
4008;12100156499;"Notes";journal;"1534150X, 00274380";0,123;Q4;9;11;38;208;4;33;0,10;18,91;United States;Northern America;"Music Library Association";"2002-2019";"Music (Q2); Library and Information Sciences (Q4)"
4009;21100201069;"Philippine Studies: Historical and Ethnographic Viewpoints";journal;"22441093, 22441638";0,123;Q3;8;22;58;1030;10;48;0,23;46,82;Philippines ;Asiatic Region;"Ateneo de Manila University";"2012-2019";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)"
4010;5700181592;"Philological Quarterly";journal;"00317977";0,123;Q3;7;22;59;0;13;56;0,06;0,00;United States;Northern America;"University of Iowa";"2002-2019";"Literature and Literary Theory (Q2); History (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3)"
4011;16100154710;"Poetica";journal;"03034178";0,123;Q3;7;15;47;673;4;47;0,12;44,87;Germany;Western Europe;"Wilhelm Fink Verlag";"2002-2015, 2018-2020";"Literature and Literary Theory (Q2); Language and Linguistics (Q3); Linguistics and Language (Q3)"
4012;5600152949;"Revista de Antropologia";journal;"00347701, 16789857";0,123;Q3;7;18;78;591;12;71;0,10;32,83;Brazil;Latin America;"University of Sao Paolo";"2006-2019";"Anthropology (Q3)"
